date,avgtempC,humidity,windspeedKmph,precipMM,visibility,pressure,cloudcover
2012-05-15,23,75.0,6.38,0.0,10.0,1008.25,9.6
2012-05-16,24,76.5,5.0,0.0,10.0,1007.25,14.2
2012-05-17,24,80.0,5.5,0.9,9.88,1007.75,13.1
2012-05-18,24,81.25,4.0,4.0,7.5,1008.62,30.6
2012-05-19,25,80.38,4.0,4.9,9.5,1008.5,24.2
2012-05-20,25,85.75,5.12,5.4,8.25,1007.75,18.8
2012-05-21,25,81.5,5.25,1.6,8.88,1008.0,44.2
2012-05-22,25,80.5,6.12,0.1,10.0,1008.62,29.2
2012-05-23,24,79.25,7.0,0.2,9.88,1008.5,18.8
2012-05-24,24,77.25,8.25,0.2,9.88,1008.62,23.0
2012-05-25,25,78.0,6.38,0.4,9.88,1007.75,18.0
2012-05-26,24,80.75,3.0,2.5,8.88,1008.0,14.4
2012-05-27,24,84.38,3.5,2.6,9.62,1008.38,27.2
2012-05-28,25,80.88,4.38,2.5,10.0,1008.75,50.2
2012-05-29,25,83.88,2.62,6.1000000000000005,8.5,1009.12,46.0
2012-05-30,25,88.75,3.12,3.5,8.38,1008.5,54.2
2012-05-31,25,83.25,4.38,2.5,8.5,1007.75,52.6
2012-06-01,24,83.62,5.88,5.2,9.62,1008.25,48.2
2012-06-02,24,85.5,4.62,0.5,9.0,1008.12,61.1
2012-06-03,23,79.5,4.12,0.3,9.88,1007.62,29.2
2012-06-04,24,79.12,4.62,0.8,9.88,1007.12,21.1
2012-06-05,25,79.38,5.88,0.0,9.0,1007.0,17.1
2012-06-06,25,76.38,7.0,0.5,9.88,1006.88,30.0
2012-06-07,25,74.75,6.12,0.0,10.0,1006.75,31.1
2012-06-08,25,84.88,5.25,5.2,9.38,1007.88,59.2
2012-06-09,25,83.5,6.12,0.7,6.88,1009.88,52.9
2012-06-10,24,83.88,7.5,0.0,7.5,1010.12,56.9
2012-06-11,23,80.88,6.62,0.0,10.0,1009.75,40.0
2012-06-12,24,76.75,7.0,0.0,9.0,1010.0,56.1
2012-06-13,24,77.25,7.12,0.0,9.0,1009.5,27.2
2012-06-14,23,76.88,7.88,0.0,8.5,1009.5,9.1
2012-06-15,24,78.75,8.38,0.0,8.0,1008.62,8.6
2012-06-16,23,75.38,8.62,0.0,8.0,1007.75,11.9
2012-06-17,23,76.5,7.62,0.0,9.0,1009.0,10.6
2012-06-18,23,77.62,4.62,0.3,8.0,1009.25,16.9
2012-06-19,23,77.62,4.5,0.4,8.0,1009.25,9.2
2012-06-20,23,78.88,6.0,0.4,7.88,1009.38,14.6
2012-06-21,25,79.25,5.75,0.0,9.0,1010.25,17.1
2012-06-22,24,81.62,4.0,0.8,8.75,1010.38,15.6
2012-06-23,24,82.12,5.0,1.3,7.88,1009.38,13.8
2012-06-24,24,82.5,5.75,2.4,8.62,1009.75,25.4
2012-06-25,24,83.38,6.0,0.8,9.88,1010.38,25.2
2012-06-26,24,80.75,6.75,2.0,8.0,1009.75,14.8
2012-06-27,24,82.0,7.25,0.1,7.5,1010.25,22.1
2012-06-28,24,81.38,6.5,1.9,8.75,1010.12,24.4
2012-06-29,24,77.75,7.0,0.2,8.88,1008.5,21.0
2012-06-30,24,79.88,7.5,0.0,9.0,1007.75,19.0
2012-07-01,24,81.5,6.12,0.1,9.0,1007.62,31.0
2012-07-02,24,84.0,4.62,3.3,8.75,1007.12,37.0
2012-07-03,24,85.38,5.75,2.4,8.88,1006.25,35.1
2012-07-04,23,81.12,5.75,0.0,9.0,1006.0,36.0
2012-07-05,24,82.25,7.62,0.0,10.0,1006.5,35.9
2012-07-06,25,81.62,7.62,6.0,9.62,1007.62,28.6
2012-07-07,25,77.12,7.5,2.7,9.88,1006.88,33.4
2012-07-08,25,79.88,4.25,0.6,8.88,1007.12,29.4
2012-07-09,24,83.12,4.0,3.8,9.62,1008.25,49.4
2012-07-10,25,88.88,4.5,5.9,9.5,1008.75,49.1
2012-07-11,24,86.62,3.12,4.4,6.62,1008.88,54.9
2012-07-12,24,91.12,4.88,1.1,5.0,1009.25,78.0
2012-07-13,24,88.5,5.38,9.0,5.0,1009.0,49.4
2012-07-14,24,89.5,5.0,5.199999999999998,5.12,1008.75,62.1
2012-07-15,24,88.25,4.12,3.2,8.88,1010.12,70.2
2012-07-16,24,85.0,5.0,3.3000000000000003,8.62,1010.12,55.9
2012-07-17,24,82.88,5.38,4.1,7.62,1009.75,57.9
2012-07-18,24,80.88,7.12,0.0,10.0,1010.12,24.0
2012-07-19,23,81.88,5.5,0.0,9.0,1010.25,53.1
2012-07-20,24,85.25,4.12,1.1,9.5,1011.0,54.6
2012-07-21,24,82.5,5.5,0.0,8.0,1009.88,36.0
2012-07-22,24,82.0,5.75,0.1,9.0,1008.5,19.0
2012-07-23,24,81.5,9.75,0.1,8.0,1007.75,42.1
2012-07-24,24,80.38,9.12,0.8,9.88,1008.38,30.8
2012-07-25,24,91.25,5.25,30.5,7.88,1010.38,66.5
2012-07-26,23,88.5,7.75,2.1,7.88,1010.5,53.8
2012-07-27,22,83.62,7.25,1.1,6.88,1009.25,25.5
2012-07-28,24,85.75,7.62,3.7,7.62,1008.88,26.4
2012-07-29,24,69.62,9.5,1.1,9.88,1009.75,11.8
2012-07-30,29,73.5,9.88,0.0,10.0,1010.0,14.0
2012-07-31,24,80.38,9.0,0.1,8.0,1010.5,22.6
2012-08-01,23,77.75,9.62,0.0,9.0,1010.0,7.4
2012-08-02,23,79.75,9.5,0.0,8.0,1009.75,16.4
2012-08-03,24,79.62,8.25,0.0,8.0,1009.25,14.4
2012-08-04,24,84.38,5.5,3.2,7.62,1009.38,26.1
2012-08-05,24,84.62,7.12,8.5,9.0,1009.38,30.0
2012-08-06,24,81.25,7.25,0.1,8.0,1010.0,26.8
2012-08-07,25,79.75,8.12,0.0,8.38,1010.25,26.4
2012-08-08,24,78.62,6.38,1.4,9.12,1009.25,59.9
2012-08-09,23,77.12,6.88,0.0,8.0,1008.88,19.4
2012-08-10,24,84.88,4.5,4.2,6.5,1009.75,25.1
2012-08-11,24,88.5,3.75,7.9,9.5,1011.38,39.8
2012-08-12,24,82.25,5.62,2.9000000000000004,9.88,1011.0,42.1
2012-08-13,24,81.75,6.75,1.2000000000000002,8.38,1009.38,22.5
2012-08-14,24,78.62,7.75,0.1,8.0,1009.5,16.9
2012-08-15,23,79.12,8.88,0.1,9.0,1009.0,23.4
2012-08-16,24,79.25,9.0,0.0,8.0,1008.62,25.4
2012-08-17,24,78.25,8.62,0.0,9.0,1008.62,22.4
2012-08-18,24,90.5,6.25,0.6,7.0,1010.25,67.8
2012-08-19,23,84.5,6.38,1.0,6.88,1009.75,36.8
2012-08-20,24,85.38,5.38,2.2,7.88,1009.12,31.6
2012-08-21,24,88.0,6.0,7.1,5.5,1009.62,62.6
2012-08-22,24,82.62,6.88,0.1,8.0,1009.12,32.6
2012-08-23,24,81.75,7.12,0.2,7.88,1009.12,29.8
2012-08-24,24,81.38,7.75,0.3,8.88,1009.62,33.2
2012-08-25,24,76.88,7.62,0.0,10.0,1010.12,23.2
2012-08-26,24,81.12,5.88,1.1,8.0,1009.38,48.5
2012-08-27,24,85.75,5.5,1.8,7.0,1009.75,46.6
2012-08-28,24,92.62,5.75,0.0,5.5,1011.0,60.4
2012-08-29,22,80.75,5.88,0.0,9.0,1011.38,50.8
2012-08-30,24,89.62,4.75,3.9,7.0,1012.0,62.0
2012-08-31,24,84.62,6.38,3.9,7.75,1011.12,49.1
2012-09-01,23,78.0,8.38,0.0,9.0,1009.75,18.6
2012-09-02,23,75.12,8.25,0.0,9.0,1008.75,11.8
2012-09-03,23,76.25,7.25,0.0,9.0,1008.25,15.0
2012-09-04,24,81.5,7.38,1.6,7.62,1008.38,35.0
2012-09-05,26,78.75,8.5,0.9,9.88,1009.12,36.1
2012-09-06,26,82.38,6.62,1.5,9.0,1010.12,51.8
2012-09-07,24,86.62,3.75,6.2,6.62,1010.75,50.0
2012-09-08,24,82.75,4.88,1.7,7.88,1010.5,47.6
2012-09-09,24,87.88,3.75,3.0,9.75,1011.25,67.0
2012-09-10,24,78.38,5.38,0.0,10.0,1010.38,30.1
2012-09-11,23,76.88,9.25,0.2,10.0,1010.88,22.9
2012-09-12,23,72.5,9.38,0.0,10.0,1010.5,11.5
2012-09-13,24,77.62,9.12,0.0,8.0,1010.0,19.4
2012-09-14,24,76.75,8.25,0.0,10.0,1009.62,17.6
2012-09-15,23,75.25,8.0,0.0,10.0,1009.0,22.0
2012-09-16,25,82.0,6.12,1.9,8.75,1009.88,22.6
2012-09-17,25,83.62,3.38,4.4,9.88,1010.5,51.0
2012-09-18,24,84.38,4.38,2.6,8.88,1010.0,38.9
2012-09-19,24,81.75,3.88,1.9,8.75,1009.5,26.1
2012-09-20,25,82.0,4.75,0.7,10.0,1010.0,35.5
2012-09-21,25,80.38,2.88,1.7,9.88,1010.62,36.0
2012-09-22,25,82.38,5.38,1.4,9.88,1009.75,37.8
2012-09-23,24,78.5,6.62,0.3,10.0,1008.5,14.6
2012-09-24,24,72.75,8.38,0.0,10.0,1007.5,11.0
2012-09-25,24,73.88,8.88,0.0,10.0,1008.0,17.9
2012-09-26,24,75.88,8.62,0.0,10.0,1009.25,17.4
2012-09-27,24,73.88,8.62,0.1,10.0,1010.5,23.2
2012-09-28,24,72.12,7.75,0.0,10.0,1010.75,35.0
2012-09-29,24,75.38,7.25,0.0,10.0,1010.5,39.0
2012-09-30,25,77.25,4.62,0.0,10.0,1010.75,57.9
2012-10-01,25,78.75,5.0,1.5,9.88,1011.25,39.4
2012-10-02,25,84.0,4.62,3.2,8.38,1012.5,24.8
2012-10-03,24,78.62,7.12,0.2,7.88,1010.12,17.8
2012-10-04,24,77.0,6.62,0.1,9.0,1009.62,15.4
2012-10-05,24,78.88,5.62,1.6,8.75,1009.88,26.6
2012-10-06,24,76.5,7.5,0.9,9.88,1010.62,22.5
2012-10-07,25,79.38,7.12,1.2,9.88,1010.12,25.8
2012-10-08,25,81.38,4.62,1.4,9.75,1009.25,28.6
2012-10-09,25,83.25,4.0,7.7,9.5,1008.75,39.1
2012-10-10,25,86.12,5.0,8.1,9.38,1009.88,56.5
2012-10-11,24,82.0,5.0,0.5,8.88,1010.0,30.8
2012-10-12,24,79.25,4.25,0.2,9.0,1009.75,28.1
2012-10-13,24,80.0,4.75,4.2,9.62,1009.75,43.8
2012-10-14,24,86.25,4.5,5.1,8.5,1011.0,39.6
2012-10-15,24,86.0,4.38,8.4,9.38,1011.25,38.9
2012-10-16,24,87.5,5.0,4.4,9.75,1011.0,48.4
2012-10-17,24,90.25,3.12,0.4,7.38,1011.0,59.2
2012-10-18,24,85.88,4.88,8.0,7.38,1009.5,50.5
2012-10-19,24,87.5,3.5,10.7,8.38,1009.88,55.4
2012-10-20,24,90.5,3.75,8.8,6.75,1009.62,65.1
2012-10-21,24,90.75,5.0,0.1,6.0,1009.38,61.0
2012-10-22,24,82.88,6.25,2.2,8.88,1008.75,44.0
2012-10-23,24,82.12,5.12,2.0,9.88,1008.12,28.2
2012-10-24,24,86.5,4.0,7.4,9.5,1008.12,45.6
2012-10-25,24,84.12,4.25,1.6,7.75,1007.75,38.1
2012-10-26,24,79.88,4.62,0.7,9.88,1007.38,34.8
2012-10-27,24,85.38,4.38,5.300000000000002,9.25,1007.88,37.4
2012-10-28,24,88.25,4.75,1.2,7.88,1008.38,45.9
2012-10-29,24,86.12,5.25,2.0,7.88,1007.62,40.2
2012-10-30,24,87.88,4.0,0.4,8.88,1007.75,72.1
2012-10-31,23,90.5,3.5,5.5,9.62,1008.5,59.8
2012-11-01,25,88.38,4.38,7.0,9.75,1009.0,73.4
2012-11-02,24,93.25,3.88,12.2,7.5,1009.0,83.6
2012-11-03,23,91.0,4.75,2.5,7.0,1008.75,45.0
2012-11-04,24,90.38,4.75,13.4,6.75,1008.88,67.6
2012-11-05,24,92.5,4.38,2.4000000000000004,5.25,1009.62,70.8
2012-11-06,23,84.75,4.88,0.7,9.0,1009.5,54.6
2012-11-07,24,80.5,5.38,0.1,10.0,1008.62,42.9
2012-11-08,25,81.25,4.62,0.8999999999999999,9.25,1007.25,35.8
2012-11-09,25,83.62,4.38,4.9,9.5,1008.5,40.6
2012-11-10,25,82.25,3.75,6.9,9.62,1008.88,47.4
2012-11-11,25,82.0,5.12,1.1,9.62,1008.5,35.9
2012-11-12,25,88.5,5.12,2.3,8.25,1009.25,67.1
2012-11-13,24,85.5,5.5,0.0,8.0,1009.25,83.8
2012-11-14,24,80.38,8.88,0.0,10.0,1008.62,36.9
2012-11-15,25,78.38,6.62,0.9,10.0,1009.12,64.5
2012-11-16,25,76.25,5.25,3.1,9.88,1009.88,44.6
2012-11-17,25,80.75,5.38,2.9,8.38,1009.38,58.4
2012-11-18,26,78.75,4.62,2.8,9.62,1008.75,42.1
2012-11-19,25,80.38,5.62,0.0,10.0,1009.88,55.0
2012-11-20,24,81.12,5.25,1.1,9.38,1010.25,50.8
2012-11-21,24,79.75,4.38,3.8,9.62,1009.88,44.4
2012-11-22,24,82.0,4.0,1.9,9.88,1009.12,42.8
2012-11-23,24,79.0,4.25,0.2,9.88,1009.12,36.9
2012-11-24,24,81.25,4.25,2.7,10.0,1009.12,47.9
2012-11-25,25,82.5,5.62,1.8,9.75,1009.75,39.8
2012-11-26,25,78.38,4.12,1.1,8.88,1009.25,39.5
2012-11-27,25,86.38,3.62,2.8,9.88,1009.0,76.5
2012-11-28,24,83.25,4.25,0.1,8.0,1009.0,51.2
2012-11-29,25,83.12,4.12,6.6,8.62,1008.62,77.0
2012-11-30,25,82.62,3.25,2.1,10.0,1008.12,48.8
2012-12-01,25,85.38,4.88,3.4000000000000004,9.88,1008.75,63.0
2013-01-01,24,88.88,5.12,0.0,6.88,1008.88,68.8
2013-01-02,24,84.0,5.38,2.3,10.0,1009.25,57.1
2013-01-03,24,87.0,5.62,0.0,8.0,1009.0,72.9
2013-01-04,24,87.62,5.75,1.5,7.0,1007.5,53.2
2013-01-05,24,84.12,8.5,0.3,8.0,1007.62,50.8
2013-01-06,24,79.38,6.75,0.2,10.0,1007.75,23.4
2013-01-07,24,80.25,7.62,0.0,9.0,1008.0,38.0
2013-01-08,25,81.0,10.5,0.3,9.75,1008.25,43.4
2013-01-09,25,80.25,12.62,1.2,10.0,1008.0,48.4
2013-01-10,25,79.62,14.0,0.0,10.0,1008.38,49.8
2013-01-11,25,77.38,10.62,0.1,10.0,1009.38,30.5
2013-01-12,24,82.75,8.75,0.0,9.0,1009.38,39.6
2013-01-13,24,80.0,9.25,0.8,9.88,1009.25,36.9
2013-01-14,24,80.88,8.75,0.1,10.0,1009.38,42.4
2013-01-15,24,78.62,8.5,0.0,9.0,1010.12,46.8
2013-01-16,24,77.75,8.38,1.0,9.88,1010.5,33.4
2013-01-17,24,76.0,8.5,0.0,10.0,1009.5,24.0
2013-01-18,24,79.5,8.38,0.0,10.0,1009.75,33.5
2013-01-19,24,83.38,5.88,0.6,7.88,1009.38,28.2
2013-01-20,24,83.25,4.62,0.0,8.0,1009.88,32.6
2013-01-21,25,80.88,5.25,0.0,9.0,1010.62,44.1
2013-01-22,25,86.38,4.5,0.6,8.75,1010.62,60.2
2013-01-23,25,86.12,5.5,5.8,7.62,1010.25,56.6
2013-01-24,24,81.5,7.0,1.2,7.88,1010.62,51.1
2013-01-25,24,79.88,7.25,0.3,10.0,1010.12,25.1
2013-01-26,24,79.25,6.88,0.1,8.0,1010.75,14.8
2013-01-27,24,79.62,6.5,0.0,7.0,1011.25,30.0
2013-01-28,24,80.62,7.62,0.9,7.88,1011.12,34.4
2013-01-29,24,81.75,6.12,3.6,7.75,1011.12,34.0
2013-01-30,24,86.75,5.62,9.4,7.12,1011.25,46.9
2013-01-31,25,86.75,5.0,7.0,7.38,1011.62,51.8
2013-02-01,24,86.0,6.25,3.3,6.62,1010.75,38.5
2013-02-02,25,84.75,6.0,4.5,7.5,1009.62,36.0
2013-02-03,24,87.75,4.25,0.2,8.0,1008.88,43.6
2013-02-04,24,86.0,4.75,0.1,9.0,1009.88,50.5
2013-02-05,24,85.62,6.75,0.0,10.0,1011.12,45.9
2013-02-06,24,94.75,4.25,10.5,6.0,1011.25,72.2
2013-02-07,23,86.88,3.75,3.3,7.88,1009.5,50.9
2013-02-08,24,87.62,4.12,2.2,7.88,1009.5,51.1
2013-02-09,24,88.25,3.5,5.1,6.88,1009.88,46.9
2013-02-10,24,87.12,4.5,1.1,7.88,1009.12,65.2
2013-02-11,24,84.0,6.0,0.0,8.0,1008.75,65.8
2013-02-12,24,79.75,5.38,0.0,10.0,1008.75,65.8
2013-02-13,23,85.0,5.25,5.6,6.62,1008.0,64.0
2013-02-14,24,80.88,6.25,0.0,9.0,1007.5,55.5
2013-02-15,24,91.5,4.25,3.6,6.75,1008.12,68.8
2013-02-16,24,88.0,5.0,0.0,5.5,1007.12,71.1
2013-02-17,23,87.5,6.5,2.6,6.38,1007.12,50.0
2013-02-18,24,84.0,7.88,0.3,7.0,1006.75,63.5
2013-02-19,24,85.75,7.62,0.0,8.0,1007.0,63.2
2013-02-20,24,84.5,7.88,4.0,8.0,1007.62,45.0
2013-02-21,24,81.5,8.25,0.1,8.0,1007.5,37.2
2013-02-22,24,80.38,9.62,0.8,9.75,1007.88,53.4
2013-02-23,25,81.62,9.75,0.7,9.0,1007.75,53.2
2013-02-24,25,89.75,4.38,0.0,8.0,1007.25,62.1
2013-02-25,24,81.5,8.0,0.0,9.0,1007.38,46.1
2013-02-26,24,79.12,5.88,0.0,9.0,1008.38,36.4
2013-02-27,24,80.0,6.5,0.0,8.0,1008.25,26.0
2013-02-28,24,78.0,5.88,0.2,8.88,1008.12,23.0
2013-03-01,25,74.88,6.62,0.0,10.0,1008.62,10.6
2013-03-02,24,79.0,6.12,0.5,8.0,1009.5,21.2
2013-03-03,25,89.38,6.12,5.5,7.25,1010.12,37.5
2013-03-04,24,83.0,7.75,2.2,7.88,1009.88,45.2
2013-03-05,23,79.88,7.25,1.4,9.0,1011.5,27.1
2013-03-06,24,82.88,5.75,1.5,7.88,1010.75,25.9
2013-03-07,24,81.88,5.88,1.5,7.88,1010.62,32.0
2013-03-08,24,84.25,5.75,3.0,7.25,1010.0,36.0
2013-03-09,25,84.25,6.5,3.2,6.62,1010.0,35.8
2013-03-10,25,82.88,6.25,3.1,7.62,1010.38,33.2
2013-03-11,25,84.62,5.5,3.9,6.5,1010.38,38.1
2013-03-12,24,80.38,6.25,0.0,8.0,1010.38,23.6
2013-03-13,24,85.0,4.62,3.2,7.62,1010.75,28.4
2013-03-14,24,76.25,5.5,0.0,8.0,1011.12,24.0
2013-03-15,23,84.5,4.25,5.2,7.5,1011.62,27.9
2013-03-16,25,82.62,4.12,6.1,9.62,1011.5,47.0
2013-03-17,25,86.25,4.88,7.4,9.0,1010.25,33.0
2013-03-18,24,86.12,4.62,3.7,8.38,1008.75,38.5
2013-03-19,25,84.62,3.75,7.4,8.62,1008.88,41.4
2013-03-20,25,83.88,5.12,6.2,7.62,1009.5,50.4
2013-03-21,24,85.88,4.12,9.5,6.12,1009.12,68.6
2013-03-22,24,87.12,4.75,16.6,7.5,1008.38,49.1
2013-03-23,25,87.62,5.38,14.000000000000002,6.88,1008.88,46.1
2013-03-24,24,84.75,2.25,4.7,7.62,1009.12,47.4
2013-03-25,25,84.38,3.75,3.0,9.5,1007.88,62.6
2013-03-26,25,80.5,3.75,1.3,9.88,1008.62,78.4
2013-03-27,24,78.25,4.5,0.5,9.88,1008.75,39.9
2013-03-28,24,82.75,2.75,2.6,9.62,1008.75,35.9
2013-03-29,25,82.5,5.12,5.7,9.5,1008.0,27.5
2013-03-30,25,87.25,3.5,2.1,8.75,1008.12,43.6
2013-03-31,25,83.12,5.0,0.1,9.0,1008.62,42.4
2013-04-01,25,76.0,3.88,0.4,10.0,1008.75,42.8
2013-04-02,26,85.38,5.12,8.100000000000001,8.25,1008.38,61.5
2013-04-03,25,83.12,5.12,1.7999999999999998,7.88,1007.38,52.4
2013-04-04,25,85.88,4.25,2.1,7.38,1007.5,58.9
2013-04-05,25,80.5,4.62,0.0,10.0,1006.88,53.9
2013-04-06,25,84.12,5.12,8.200000000000001,9.5,1006.75,70.0
2013-04-07,25,89.0,6.5,4.0,6.0,1006.88,64.5
2013-04-08,24,82.75,3.5,0.0,8.0,1008.5,72.5
2013-04-09,24,84.25,4.75,0.1,10.0,1008.62,56.2
2013-04-10,24,84.0,4.38,4.3,9.62,1007.88,52.8
2013-04-11,25,79.62,5.88,0.0,9.0,1007.88,48.4
2013-04-12,24,76.38,6.38,0.0,9.0,1008.38,26.6
2013-04-13,25,76.0,7.25,0.0,10.0,1008.88,44.4
2013-04-14,25,86.88,4.38,6.9,7.88,1009.75,49.2
2013-04-15,24,78.25,6.62,1.2,9.88,1008.25,41.0
2013-04-16,24,74.62,4.88,0.1,10.0,1007.5,34.5
2013-04-17,24,74.38,5.0,0.3,10.0,1007.38,19.1
2013-04-18,24,81.75,5.75,6.0,9.5,1008.12,58.1
2013-04-19,25,82.0,3.38,0.1,9.0,1008.62,56.8
2013-04-20,23,74.62,4.62,0.3,9.88,1008.75,36.1
2013-04-21,24,82.75,4.0,0.0,8.75,1009.0,33.4
2013-04-22,25,81.25,5.25,1.6,9.0,1009.25,58.2
2013-04-23,24,82.38,4.38,2.0,9.0,1010.0,42.8
2013-04-24,25,86.25,3.62,5.1,9.5,1010.38,77.1
2013-04-25,25,86.5,4.12,4.4,8.0,1010.25,57.4
2013-04-26,24,84.88,2.75,8.8,8.0,1010.5,43.9
2013-04-27,23,84.5,4.25,15.4,6.75,1009.5,35.9
2013-04-28,24,87.0,3.75,4.6,8.62,1009.25,39.0
2013-04-29,24,86.12,3.88,6.8,9.5,1009.0,28.8
2013-04-30,25,84.25,4.88,3.5,7.75,1008.12,29.0
2013-05-01,25,86.38,4.5,6.8,8.0,1007.75,41.4
2013-05-02,24,84.38,2.62,2.4,8.88,1007.5,35.8
2013-05-03,24,85.62,4.88,3.9,8.38,1006.75,25.2
2013-05-04,24,86.25,2.5,10.8,8.12,1008.12,39.9
2013-05-05,25,87.88,4.12,2.3000000000000003,9.75,1007.88,44.1
2013-05-06,24,86.25,4.75,3.6,9.38,1007.5,36.2
2013-05-07,24,90.5,2.75,30.0,7.62,1007.38,60.1
2013-05-08,24,83.62,5.75,0.0,6.75,1008.62,43.8
2013-05-09,25,83.25,4.62,3.6,9.62,1008.62,70.4
2013-05-10,25,85.12,4.38,8.4,7.62,1008.38,62.4
2013-05-11,25,91.12,3.5,4.6,5.88,1007.88,55.2
2013-05-12,25,89.0,3.75,8.4,6.62,1009.12,67.5
2013-05-13,24,85.0,4.12,1.6,8.88,1008.62,63.0
2013-05-14,25,81.88,4.75,2.0,7.88,1007.12,45.2
2013-05-15,26,81.75,5.12,0.6,9.88,1007.5,40.2
2013-05-16,25,81.62,5.12,3.6,8.62,1008.5,28.8
2013-05-17,25,85.0,5.0,5.3,8.5,1009.25,43.2
2013-05-18,24,81.25,5.75,0.6,9.0,1009.38,45.9
2013-05-19,24,77.12,5.5,0.3,9.88,1008.88,41.1
2013-05-20,26,81.25,4.38,4.3,9.62,1009.38,57.8
2013-05-21,24,81.88,4.62,4.2,9.5,1009.12,37.0
2013-05-22,25,86.5,4.38,4.6000000000000005,8.12,1009.12,30.9
2013-05-23,24,91.25,4.62,2.9,7.62,1010.38,72.0
2013-05-24,23,77.62,5.75,0.0,8.0,1009.5,49.1
2013-05-25,25,84.0,4.12,2.1,9.62,1009.5,44.8
2013-05-26,25,87.0,3.75,7.0,7.5,1010.12,83.4
2013-05-27,24,88.0,4.5,2.6000000000000005,7.75,1009.75,73.6
2013-05-28,24,82.0,4.62,1.3,9.25,1010.12,43.0
2013-05-29,24,81.62,4.25,0.6,9.88,1010.25,41.4
2013-05-30,23,76.75,5.5,0.0,10.0,1009.12,41.9
2013-05-31,24,79.62,5.25,0.6,9.88,1008.25,39.0
2013-06-01,25,82.12,4.38,0.0,8.0,1007.25,31.0
2013-06-02,24,78.12,4.88,0.1,10.0,1006.38,17.5
2013-06-03,23,77.38,5.12,0.4,10.0,1006.88,16.2
2013-06-04,24,81.25,4.88,3.0,8.5,1008.12,33.4
2013-06-05,25,84.88,3.38,9.3,9.0,1008.62,40.5
2013-06-06,24,83.62,5.62,0.1,8.0,1008.5,21.9
2013-06-07,24,85.12,3.25,2.3,8.0,1008.38,30.1
2013-06-08,25,85.0,5.5,0.3,9.88,1007.62,37.1
2013-06-09,24,80.12,7.38,0.0,10.0,1006.88,48.0
2013-06-10,25,82.62,7.38,1.8,8.75,1006.12,34.1
2013-06-11,25,77.12,8.12,1.3,9.62,1006.38,41.2
2013-06-12,25,84.5,6.75,8.4,8.12,1007.0,71.5
2013-06-13,24,79.12,6.12,0.1,10.0,1006.5,59.4
2013-06-14,24,80.0,6.12,0.0,9.0,1006.38,37.6
2013-06-15,25,77.0,7.12,0.0,10.0,1006.12,24.8
2013-06-16,24,77.88,6.75,0.1,8.0,1006.38,21.8
2013-06-17,23,81.12,2.88,0.0,10.0,1006.38,37.5
2013-06-18,25,72.12,4.88,0.0,10.0,1006.12,18.1
2013-06-19,23,73.0,4.25,0.0,10.0,1006.62,10.2
2013-06-20,23,74.75,5.12,0.0,10.0,1007.62,5.8
2013-06-21,23,72.75,5.0,0.0,10.0,1008.5,7.8
2013-06-22,23,72.62,6.12,0.0,10.0,1008.0,6.9
2013-06-23,23,74.5,6.75,0.0,9.0,1008.12,4.8
2013-06-24,23,75.5,5.5,0.0,9.0,1009.62,7.9
2013-06-25,24,79.88,3.75,3.2,9.62,1011.25,55.5
2013-06-26,25,78.0,5.62,1.0,9.88,1010.38,41.9
2013-06-27,23,82.62,5.25,2.8,7.75,1010.25,17.2
2013-06-28,23,76.38,5.75,0.1,10.0,1009.88,18.6
2013-06-29,24,76.5,6.62,0.3,9.88,1009.5,24.0
2013-06-30,24,80.5,5.25,2.4,10.0,1009.38,52.1
2013-07-01,24,77.75,6.12,0.7,9.88,1007.38,34.6
2013-07-02,24,79.88,5.0,0.5,10.0,1007.5,38.4
2013-07-03,25,82.25,4.5,3.7,9.62,1007.75,44.5
2013-07-04,24,79.88,4.62,0.0,8.0,1007.62,37.4
2013-07-05,24,84.25,5.75,7.3000000000000025,8.25,1008.12,45.8
2013-07-06,24,86.25,4.62,0.2,9.0,1009.75,78.0
2013-07-07,21,70.38,4.38,0.8999999999999999,9.88,1009.12,29.6
2013-07-08,24,83.5,3.88,3.3000000000000003,9.62,1009.12,39.5
2013-07-09,24,85.62,2.75,1.5,9.75,1009.12,66.0
2013-07-10,24,82.0,3.62,2.8,7.62,1008.38,41.0
2013-07-11,24,82.75,4.12,2.6,9.62,1009.0,43.0
2013-07-12,24,83.0,5.12,0.0,10.0,1008.25,34.5
2013-07-13,24,87.0,4.62,2.7,10.0,1008.62,86.1
2013-07-14,24,81.75,7.25,0.0,9.0,1009.0,52.0
2013-07-15,23,85.75,5.75,0.1,10.0,1010.0,62.9
2013-07-16,23,79.75,5.75,2.9,9.88,1008.75,49.2
2013-07-17,24,84.5,4.5,7.7,9.62,1008.88,53.5
2013-07-18,24,83.5,6.12,2.1,10.0,1008.88,55.0
2013-07-19,23,77.5,7.88,0.0,8.0,1008.88,47.2
2013-07-20,23,74.0,4.62,0.0,10.0,1008.5,20.4
2013-07-21,23,77.62,5.25,0.0,8.0,1007.12,15.2
2013-07-22,23,76.0,6.5,0.0,8.0,1007.12,14.4
2013-07-23,23,74.5,6.0,0.0,10.0,1008.0,11.6
2013-07-24,24,79.25,3.88,1.8,7.0,1008.75,29.2
2013-07-25,25,83.62,4.12,2.4,10.0,1010.12,58.5
